date,title,sentiment_label,sentiment_score
2018-06-27,"Bank of America Maintains Underperform on Advance Auto Parts, Raises Price Target to $103",Negative,-1
2018-06-28,20 Stocks Moving In Thursday's Pre-Market Session,Positive,1
2018-06-29,ACADIA Pharma Reports FDA Approval Of New Capsule Dose Fomulation For New Tablet Strength Of NUPLAZI,Negative,-1
2018-06-30,The Week Ahead In Biotech: Delayed Clinical Trial Releases In Focus,Positive,1
2018-07-01,Interpublic Near Deal to Acquire Acxiom's Marketing Solutions Unit for ~$2.2B,Positive,1
2018-07-02,Commodities 101: Gold Futures,Positive,1
2018-07-03,"Deutsche Bank Downgrades American Airlines Group to Hold, Lowers Price Target to $43",Neutral,0
2018-07-04,"ADM, Cargill Complete Agreement for Soybean JV in Egypt",Negative,-1
2018-07-05,U.S. Judge Overturns $140M Verdict Against Abbvie In Lawsuit Over Androgel Risks,Neutral,0
2018-07-06,5 Biggest Price Target Changes For Friday,Positive,1
2018-07-09,"Agilent, Nanyang Technological University Singapore to Develop Novel Approaches for Water Analysis",Positive,1
2018-07-10,"American Airlines Earlier Announced It Would Phase Out Plastic Straws and Stirrers, The Latest In A ",Positive,1
2018-07-11,"Stocks That Made New 52 Week Highs Today Include: Intuitive Surgical, Salesforce, Humana, Motorola, ",Neutral,0
2018-07-12,"Berenberg Initiates Coverage On AbbVie with Hold Rating, Announces $105 Price Target",Positive,1
2018-07-13,24 Stocks Moving In Friday's Mid-Day Session,Positive,1
2018-07-16,"The Week Ahead: Netflix Earnings, Comic-Con, 'IPO Thursday' And More",Positive,1
2018-07-17,Waters Has Limited Upside Potential To Growth Expectations; Janney Steps to The Sidelines,Negative,-1
2018-07-18,From Alcoa Q2 Conference Call: Co. Expects $12M-$14M Negative Monthly Impact As Long As Tariffs Are ,Neutral,0
2018-07-19,Alcoa Shares Trading Down 11.9% After Co. Cut FY18 EBITDA Guidance; Co. Late Wednesday Announced Exp,Neutral,0
2018-07-20,50 Biggest Movers From Yesterday,Positive,1
2018-07-23,"Big Week Ahead For Info Tech With Some Major Names On Tap, Along With GDP",Negative,-1
2018-07-24,Stocks Which Set New 52-Week High Yesterday:,Negative,-1
2018-07-25,"Alcoa Shares Spike ~$0.40 Over Last Min. As Traders Circulate Questionable, Unconfirmed Source Chatt",Positive,1
2018-07-26,"American Air Sees Q3 TRASM To Increase ~1-3% YoY, Sees FY18 Adj. EPS $4.50-$5.00 vs $4.75 Est.",Negative,-1
2018-07-27,"A Running List Of The Companies Blaming Trade Policy For Stifled Earnings, Guidance",Neutral,0
2018-07-28,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Earnings And IPOs",Positive,1
2018-07-30,Macquarie Upgrades American Airlines Group to Outperform,Negative,-1
2018-07-31,"Agilent Announces CFO Didier Hirsch To Retire October 31, Robert McMahon To Become CFO",Positive,1
2018-08-01,"AAC Sees FY18 Adj. EPS $0.75-$0.80 vs $0.79 Estimate, Sales $325M-$340M vs $337.7M Est.",Neutral,0
2018-08-02,65 Stocks Moving In Thursday's Mid-Day Session,Positive,1
2018-08-03,75 Biggest Movers From Yesterday,Negative,-1
2018-08-06,Alcoa Option Alert: Jan 18 $46 Calls Sweep (26) near the Ask: 1000 @ $2.951 vs 72 OI; Ref=$42.79,Positive,1
2018-08-07,Applied Optoelectronics shares are trading up 26.8% after the company beat Q2 earnings estimates.,Negative,-1
2018-08-08,"Stocks Which Set New 52-Week Low Yesterday, August 7th",Neutral,0
2018-08-09,Alcoa Says Doesn't Expect Any Impact to Production Due to Labor Issue in Australia,Neutral,0
2018-08-10,"Stocks Which Set New 52-Week High Yesterday, August 9th",Negative,-1
2018-08-13,Advance Auto Parts Names Jeffrey Shepherd CFO,Positive,1
2018-08-14,"Agilent Technologies Q3 Adj. EPS $0.67 Beats $0.63 Estimate, Sales $1.203B Beat $1.2B Estimate",Negative,-1
2018-08-15,"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $80",Negative,-1
2018-08-16,"Stocks Which Set New 52-Week Low Yesterday, August 15th",Neutral,0
2018-08-17,"Stocks Which Set New 52-Week High Yesterday, August 16th",Negative,-1
2018-08-20,"Aoxin Tianli Group Q2 EPS $(0.05) Down From $0.01 YoY, Sales $6.18M Down From $6.222M YoY",Neutral,0
2018-08-21,"Agilent Companion Diagnostic Gains Expanded FDA Approval in Urothelial Carcinoma, PD-L1 IHC 22C3 pha",Negative,-1
2018-08-22,"UPDATE: American Air Earlier Said, In Addition To Removing Nonstop Flight From Chicago To Shanghai, ",Positive,1
2018-08-23,"Stocks Which Set New 52-Week High Yesterday, August 22nd",Negative,-1
2018-08-24,"Stocks Which Set New 52-Week High Yesterday, August 23rd",Negative,-1
2018-08-27,"Stocks Which Set New 52-Week High Friday, August 24th",Negative,-1
2018-08-29,"Shares of Alcoa Spiking Higher, Now Up 1.74% At $45.02",Negative,-1
2018-08-30,"Stocks Trading Ex Dividend For Thurs., Aug. 30, 2018",Positive,1
2018-08-31,"Stocks Which Set New 52-Week High Yesterday, August 30th",Negative,-1
2018-09-04,"Stocks That Made New 52-Week Highs So Far Today Include: AMD, Visa, Lowe's, Amazon, Cintas, Sherwin-",Positive,1
2018-09-05,American Air Spokesperson Says Co. Had Less Than 10 Cancellations Related To Tropical Storm Gordon,Neutral,0
2018-09-06,"Stocks Which Set New 52-Week High Yesterday, September 5th",Negative,-1
2018-09-07,25 Stocks Moving In Friday's Pre-Market Session,Positive,1
2018-09-10,"Stocks Which Set New 52-Week Low Friday, September 7th",Neutral,0
2018-09-11,AbbVie Reports FDA Expanded Label For VENCLEXTA In Combo With Rituximab to Include Info About Patien,Negative,-1
2018-09-12,"Benzinga's Top Upgrades, Downgrades For September 12, 2018",Neutral,0
2018-09-13,"Stocks Which Set New 52-Week High Yesterday, September 12",Negative,-1
2018-09-14,24 Stocks Moving In Friday's Pre-Market Session,Positive,1
2018-09-17,"A Life Science Tools And Diagnostics Pair Trade: Goldman Recommends Buying Agilent, Moving to Sideli",Positive,1
2018-09-18,'JUST IN: Rusal's aluminum plant in Armenia starts reducing output due to U.S. sanctions - sources'-,Neutral,0
2018-09-20,"Stocks Which Set New 52-Week Low Yesterday, September 19th",Neutral,0
2018-09-21,American Airlines Group Option Alert: Oct 19 $43 Calls Sweep (17) near the Ask: 500 @ $1.821 vs 1733,Positive,1
2018-09-24,"Stocks Which Set New 52-Week High Friday, September 21",Negative,-1
2018-09-25,"Stocks Which Set New 52-Week High Yesterday, September 24th",Negative,-1
2018-09-26,A Peek Into The Markets: US Stock Futures Up; All Eyes On Fed Decision,Positive,1
2018-09-27,"Stocks Which Set New 52-Week Low Yesterday, September 26th",Neutral,0
2018-09-28,34 Stocks Moving In Friday's Mid-Day Session,Neutral,0
2018-10-01,"Pres Trump Says Steel, Aluminum Tariffs Will Remain",Positive,1
2018-10-02,"Stocks Which Set New 52-Week Low Yesterday, October 1st",Neutral,0
2018-10-03,Najarian Brothers See Unusual Activity In Baker Hughes And Alcoa,Neutral,0
2018-10-04,26 Stocks Moving In Thursday's Pre-Market Session,Positive,1
2018-10-05,"Hearing Dealreporter Out Saying Cambium Learning Collecting Final Bids, Unconfirmed",Positive,1
2018-10-08,"Stocks That Made New 52-Week Lows So Far Today Include: American Airlines, Mastech, Stericycle, TE C",Neutral,0
2018-10-09,"BTIG Research Initiates Coverage On Arbor Realty Trust with Buy Rating, Announces $12.50 Price Targe",Positive,1
2018-10-10,"Morgan Stanley Maintains Overweight on Agilent Technologies, Raises Price Target to $86",Negative,-1
2018-10-11,"Stocks Which Set New 52-Week Low Yesterday, October 10th",Neutral,0
2018-10-12,"Stocks Which Set New 52-Week Low Yesterday, October 11th",Neutral,0
2018-10-14,"The Week Ahead In Biotech: ESMO Conference, PDUFA Dates, Clinical Trial Results And IPOs",Positive,1
2018-10-15,"The Week Ahead: Q3 Earnings Season, Canada Decriminalizes Cannabis",Neutral,0
2018-10-16,"Raymond James Maintains Outperform on American Airlines Group, Lowers Price Target to $50",Neutral,0
2018-10-17,"Alcoa CFO ""Says US Smelters Helped By Tariffs Pushing Up Midwest Regional Premium, Says Impact Of Ta",Negative,-1
2018-10-18,"BofA, Morgan Stanley Weigh In On Alcoa's Q3",Positive,1
2018-10-19,50 Biggest Movers From Yesterday,Positive,1
2018-10-22,AbbVie Reports Upadacitinib Met Primary And All Ranked Secondary Endpoints In Ulcerative Colitis Pat,Negative,-1
2018-10-23,"Stocks Which Set New 52-Week Low Yesterday, October 22nd",Neutral,0
2018-10-24,'Trump signs sweeping bill aimed at tackling opioid crisis' - The Hill,Negative,-1
2018-10-25,"American Airlines Group Q3 EPS $1.13, Inline, Sales $11.559B Miss $11.57B Estimate",Positive,1
2018-10-26,"Wedbush Earlier Added Advance Auto Parts To Its 'Best Ideas' List; Maintains Outperform Rating, Rais",Negative,-1
2018-10-27,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Clinical Trial Results, Earnings And IPOs",Positive,1
2018-10-29,Agilent Highlights Letter To SEC Related To Material Misstatements In Twist Bioscience's S-1,Neutral,0
2018-10-30,55 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
2018-10-31,64 Biggest Movers From Yesterday,Positive,1
2018-11-01,"Stocks Which Set New 52-Week Low Yesterday, October 31st",Neutral,0
2018-11-02,"Stocks That Will Be Trading Ex Dividend Mon., Oct. 5, 2018",Positive,1
2018-11-05,"Stocks Trading Ex Dividend For Mon., Nov. 5, 2018",Positive,1
2018-11-06,Mid-Afternoon Market Update: On Deck Capital Jumps On Earnings Beat; Invacare Shares Plummet,Neutral,0
2018-11-07,"US Dept. Of Commerce To Impose Final Anti-Dumping, Anti-Subsidy Duties Of 96.3-176.2% On Chinese Com",Positive,1
2018-11-08,65 Stocks Moving In Thursday's Mid-Day Session,Positive,1
2018-11-09,"Watch Other Optic Stocks For Upside Following Deal Between II-VI And Finisar: Lumentum, Oclaro, Cien",Positive,1
2018-11-12,Shares of American Airlines rise 2.4% after Goldman Sachs initiated with a Buy and a $44/share targe,Negative,-1
2018-11-13,"Atlantic American Q3 EPS $0.04 Up From $0.03 YoY, Sales $45.57M Up From $44.798M YoY",Negative,-1
2018-11-14,13F From JANA Shows Cut Stake In Agilent,Positive,1
2018-11-15,"Stocks Which Set New 52-Week High Yesterday, Wed., Nov. 14, 2018",Positive,1
2018-11-16,"Citigroup Maintains Neutral on Alcoa, Lowers Price Target to $33",Positive,1
2018-11-19,6 Stocks Moving In Monday's After-Hours Session,Neutral,0
2018-11-20,36 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
2018-11-21,50 Biggest Movers From Yesterday,Positive,1
2018-11-23,35 Stocks Moving In Friday's Mid-Day Session,Neutral,0
2018-11-26,ACADIA Pharmaceuticals shares are down 7.4% after hours following announcement of $200 million commo,Neutral,0
2018-11-27,"Stocks Which Set New 52-Week Low Yesterday, Mon., Nov. 26, 2018",Neutral,0
2018-11-28,"Stocks Which Set New 52-Week Low Yesterday Tues., Nov. 27, 2018",Neutral,0
2018-11-29,32 Stocks Moving In Thursday's Mid-Day Session,Neutral,0
2018-11-30,AbbVie shares are trading up 3.4% after the company announced a global patent license with Pfizer fo,Negative,-1
2018-12-03,"Benzinga's Top Upgrades, Downgrades For December 3, 2018",Neutral,0
2018-12-04,Agree Reality Raises Qtr. Dividend From $0.54 To $0.555/Share,Negative,-1
2018-12-05,"Jim Cramer Advises His Viewers On Adobe, Barnes & Noble And More",Positive,1
2018-12-06,AbbVie On Wednesday Announced It Has Halted Its Phase 3 Trial Of Rova-T In Advanced Small-Cell Lung ,Neutral,0
2018-12-07,US Locks In Duties Of Aluminum Sheet From China As Trade Panel Finds US Industry Harmed,Negative,-1
2018-12-10,US To Issue Antidumping Order On Chinese Aluminum Alloy Sheet,Positive,1
2018-12-11,Alcentra Capital Reports $10M Buyback,Positive,1
2018-12-12,48 Biggest Movers From Yesterday,Positive,1
2018-12-13,52 Biggest Movers From Yesterday,Positive,1
2018-12-14,"Stocks Which Set New 52-Week Low Yesterday, Thurs., Dec. 13, 2018",Neutral,0
2018-12-16,"The Week Ahead In Biotech: Conferences, PDUFA Dates And Clinical Trials",Positive,1
2018-12-17,"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",Neutral,0
2018-12-18,"Stocks That Will Be Trading Ex Dividend Wed., Dec. 19, 2018",Positive,1
2018-12-19,"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 20, 2018",Positive,1
2018-12-20,"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",Neutral,0
2018-12-21,30 Stocks Moving In Friday's Pre-Market Session,Positive,1
2018-12-24,"AbbVie Announces a Partnership with Lupin to Develop an Oncology Drug, AbbView to Make a $30M Upfron",Negative,-1
2018-12-26,Standpoint Research Initiates Coverage On AbbVie with Buy Rating,Positive,1
2018-12-27,"Alcoa To Report Q4 Earnings On Wed., Jan. 16, 2019 After Market Close",Positive,1
2018-12-28,"Benzinga's Top Upgrades, Downgrades For December 28, 2018",Neutral,0
2018-12-31,The Best And Worst Stocks Of 2018,Neutral,0
2019-01-02,"Stocks Which Set New 52-Week Low Today, Wed., Jan. 2, 2019",Neutral,0
2019-01-03,"Needham Initiates Coverage On Agilent Technologies with Buy Rating, Announces $77 Price Target",Positive,1
2019-01-04,Alcoa Option Alert: Feb 15 $30 Calls Sweep (10) near the Ask: 600 @ $1.35 vs 2303 OI; Earnings 1/16 ,Positive,1
2019-01-07,10 Biggest Price Target Changes For Monday,Positive,1
2019-01-08,"Morgan Stanley Notes That 'In 2019, the US Airlines may struggle to gain traction'; Reiterates In-li",Negative,-1
2019-01-09,UPDATE: Imperial Capital Notes 'AAL Shares Are Attractive With Significant Unit Revenue Upside Relat,Negative,-1
2019-01-10,American Airlines shares are trading lower after the company said it expects 2018 EPS to range from ,Neutral,0
2019-01-11,"Stocks That Will Be Trading Ex Dividend Mon., Jan. 14, 2019",Positive,1
2019-01-13,5 Most Volatile Earnings Stocks,Neutral,0
2019-01-14,"Benzinga's Top Upgrades, Downgrades For January 14, 2019",Neutral,0
2019-01-15,56 Biggest Movers From Yesterday,Positive,1
2019-01-16,5 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-01-17,"Moody's Says U.S. Tariffs Benefit U.S. Steel, Aluminum Sectors; Hurt U.S. Manufacturing Sectors Vuln",Neutral,0
2019-01-18,Mesa Air Group 13G Shows American Airlines Holds 10.5% Passive Stake In Co.,Positive,1
2019-01-23,55 Biggest Movers From Yesterday,Positive,1
2019-01-24,"American Air CEO, In CNBC Interview, Highlights His Belief US Gov't. Shutdown Says It's Going To Hav",Positive,1
2019-01-25,62 Biggest Movers From Yesterday,Positive,1
2019-01-28,"Stocks Which Set New 52-Week Low Mon., Jan. 28, 2019",Neutral,0
2019-01-29,Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 ,Positive,1
2019-01-30,'American Airlines to offer free Apple Music streaming on flights' -USA Today,Positive,1
2019-01-31,48 Stocks Moving In Thursday's Mid-Day Session,Positive,1
2019-02-01,64 Biggest Movers From Yesterday,Positive,1
2019-02-04,"'Airline mechanics feel pressured to overlook potential safety problems: ""Accident waiting to happen",Neutral,0
2019-02-05,"Neurocrine Biosciences Sees FY19 Sales Milestones Under AbbVie Deal $20M; Ongoing SG&A, R&D Expenses",Negative,-1
2019-02-06,'Breaking: @AmericanAir and @British_Airways will invest $344 million to further expand Terminal 8. ,Negative,-1
2019-02-08,Argus Initiates Coverage On American Airlines Group with Hold Rating,Positive,1
2019-02-10,"The Week Ahead In Biotech: Conferences, PDUFA Dates And Clinical Trials",Positive,1
2019-02-11,AbbVie to Collaborate with Teneobio to Develop and Commercialize an Immunotherapeutic for the Treatm,Negative,-1
2019-02-12,8 Biggest Price Target Changes For Tuesday,Positive,1
2019-02-13,"AllianceBernstein Q4 Adj. EPS $0.64, Inline, Sales $804.66M Beat $706.19M Estimate",Negative,-1
2019-02-14,"JANA 13F Shows Liquidated Stakes In Alibaba, Agilent, US Steel, SVMK, Electronic Arts, Dollar Tree",Positive,1
2019-02-15,"FDA Commissioner Scott Gottlieb Issues Statement On New Policy To Improve Access, Foster Price Compe",Negative,-1
2019-02-17,"Barron's Picks And Pans: Data-Center, Robotics, Pot Stocks And More",Positive,1
2019-02-19,"Advance Auto Parts shares are trading higher after the company reported Q4 EPS of $1.17, beating the",Negative,-1
2019-02-20,"UPDATE: Agilent Raises FY19 Adj. EPS Guidance From $3-$3.05 To $3.03-$3.07 vs $3.05 Estimate, Sales ",Negative,-1
2019-02-21,"Barclays Maintains Overweight on Agilent Technologies, Raises Price Target to $83",Negative,-1
2019-02-22,UPDATE: DA Davidson Downgrades Applied Optoelectronics As Firm Notes 'With inventory levels growing ,Negative,-1
2019-02-23,Atlas Air Confirms Boeing 767 Cargo Aircraft Flight No. 3591 Operating from Miami to Houston Was Inv,Neutral,0
2019-02-25,Dissecting The IPS Worldwide Bankruptcy,Positive,1
2019-02-26,Advanced Auto Parts shares are trading higher in sympathy with AutoZone after AutoZone reported stro,Negative,-1
2019-02-27,72 Stocks Moving In Wednesday's Mid-Day Session,Positive,1
2019-02-28,"Best Buy Helped by Leasing Option, Investment In Services",Negative,-1
2019-03-01,75 Biggest Movers From Yesterday,Negative,-1
2019-03-03,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Clinical Trials, Earnings, IPOs",Positive,1
2019-03-04,81 Biggest Movers From Friday,Positive,1
2019-03-05,62 Biggest Movers From Yesterday,Positive,1
2019-03-06,ABM Industries Reaffirms FY19 Guidance; Sees Adj. EPS $1.90-$2.05 vs $1.97 Est.,Negative,-1
2019-03-07,American Airlines Says Has Grounded 14 737-800 Aircraft After Problems With Overhead Bins Found On 2,Neutral,0
2019-03-08,"Citigroup Maintains Buy on American Airlines Group, Lowers Price Target to $56",Positive,1
2019-03-11,Some Japanese Aluminium Buyers Agree Q2 Premium of $105/Tonne,Negative,-1
2019-03-12,Washington State Files Lawsuit Against Opioid Distributors,Neutral,0
2019-03-13,"Earnings Scheduled For March 13, 2019",Positive,1
2019-03-14,Best Buy Analyst Says Progressive Leasing Partnership Could Boost Sales,Negative,-1
2019-03-15,"Benzinga's Top Upgrades, Downgrades For March 15, 2019",Neutral,0
2019-03-18,Shares of several Brazilian stocks are trading higher in anticipation of the March 19th President Tr,Negative,-1
2019-03-19,UPDATE: AbbVie Says 'remains confident in the benefit/risk profile of venetoclax in those approved i,Negative,-1
2019-03-20,"Southwest, United, American Say Data Drove Their Choices To Keep Flying Boeing's 737 MAX -- Not Econ",Positive,1
2019-03-21,FDA Issues Warning Related To Risks Associated With AbbVie's VENCLEXTA In Multiple Myeloma,Neutral,0
2019-03-22,American Air Spokesperson Says 737-800 Aircraft Have Not Been Impacted By HUD Issue,Neutral,0
2019-03-23,A New ETF For An Untapped Real Estate Market,Positive,1
2019-03-25,41 Stocks Moving In Monday's Mid-Day Session,Positive,1
2019-03-26,10 Biggest Price Target Changes For Tuesday,Positive,1
2019-03-27,58 Biggest Movers From Yesterday,Positive,1
2019-03-28,American Air Spokesperson Says Is Indefinitely Suspending Service To Venezuela,Neutral,0
2019-03-29,Mid-Day Market Update: Boxlight Jumps After Q4 Results; ENDRA Life Sciences Shares Plunge,Negative,-1
2019-04-01,"Atlantic American Q4 EPS $0.01 Down From $0.12 YoY, Sales $49.2M Up From $48.825M YoY",Neutral,0
2019-04-02,"Benzinga's Top Upgrades, Downgrades For April 2, 2019",Neutral,0
2019-04-03,"Benzinga's Top Upgrades, Downgrades For April 3, 2019",Neutral,0
2019-04-04,AbbVie Reports New Formulary Listings For Hep C Treatment MAVIRET,Positive,1
2019-04-05,"Benzinga's Top Upgrades, Downgrades For April 5, 2019",Neutral,0
2019-04-08,"Fitch Says US Airport Traffic Could Be Susceptible If Grounding Of 737 MAX Planes Extended, Delivery",Neutral,0
2019-04-09,"AAC Holdings, Inc. Receives NYSE Continued Listing Standard Notice Due To Delayed 10-K Filing",Neutral,0
2019-04-10,UPDATE: Bank Of America Downgrades AmerisourceBergen To Underperform As Firm Notes 'recent challenge,Neutral,0
2019-04-11,AbbVie's MAVIRET Now reimbursed In Quebec,Positive,1
2019-04-12,"The Daily Biotech Pulse: Merck's Keytruda Clinches Another FDA Win, KemPharm Close To NDA Filing For",Negative,-1
2019-04-15,American Airlines Headed For Extra Simulator Training For Boeing 737 MAX Pilots,Positive,1
2019-04-16,"AAC Holdings Sees FY19 Adj. EPS $(0.30)-$(0.20) vs $0.08 Est., Sales $290M-$310M vs $312.25M Est.",Positive,1
2019-04-17,4 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-04-18,64 Biggest Movers From Yesterday,Positive,1
2019-04-19,"Jim Cramer Weighs In On Campbell Soup, Funko, Marvell Technology And More",Positive,1
2019-04-21,A Second Marijuana ETF Ignites,Positive,1
2019-04-22,Gabelli & Co. Upgrades Alcoa to Buy,Positive,1
2019-04-23,Shares of several healthcare stocks are trading higher in a potential rebound from last week's sello,Negative,-1
2019-04-24,"Benzinga's Top Upgrades, Downgrades For April 24, 2019",Neutral,0
2019-04-25,Aaron's shares trading higher following better-than-expected Q1 results.,Negative,-1
2019-04-26,American Airlines Sees FY19 Adj. EPS $4.00-$6.00 vs $5.63 Est.,Neutral,0
2019-04-29,"'Earlier, Sabre had a brief technical issue that impacted multiple carriers, including us. The issue",Neutral,0
2019-04-30,European Commission Approves Abbvie's SKYRIZI For Treatment Of Moderate To Severe Plaque Psoriasis,Negative,-1
2019-05-01,Atlas Air's Reiteration Of Guidance Draws Several Questions On The Call,Positive,1
2019-05-02,"AAON Q1 EPS $0.21 Misses $0.23 Estimate, Sales $113.822M Beat $109.92M Estimate",Negative,-1
2019-05-03,Shares of several consumer metals and mining companies are trading higher as commodity prices gain a,Negative,-1
2019-05-06,UPDATE: DA Davidson Downgrades AAON To Underperform As Firm Is Concerned 'a bubble is forming in the,Neutral,0
2019-05-07,Ambev shares are trading lower after the company reported worse-than-expected Q1 financial results.,Neutral,0
2019-05-08,Altisource Asset Management Q1 EPS $(0.56) Up From $(2.75) YoY,Negative,-1
2019-05-09,"AAC Holdings Q1 EPS $(0.9) Down From $0.04 YoY, Sales $55.37M Down From $81.187M YoY",Neutral,0
2019-05-10,Shares of several healthcare companies are trading lower in sympathy with the overall market. The S&,Neutral,0
2019-05-11,"The Week Ahead In Biotech: Conferences, PDUFA Dates, Clinical Trials, Earnings And IPOs",Positive,1
2019-05-13,AAC Holdings Schedules Conference Call to Unveil Long-Term Strategic Vision,Positive,1
2019-05-14,5 Stocks Moving In Tuesday's After-Hours Session,Neutral,0
2019-05-15,44 Stocks Moving In Wednesday's Mid-Day Session,Positive,1
2019-05-16,Shares of many Healthcare companies are trading higher as markets rebound from the recent volatility,Neutral,0
2019-05-17,"Reports: US Set To Drop Steel And Aluminum Tariffs On Mexico, Canada",Neutral,0
2019-05-18,ACADIA Pharmaceuticals to Present Phase 2 CLARITY Results for Pimavanserin as an Adjunctive Treatmen,Positive,1
2019-05-20,"Barclays Maintains Overweight on American Airlines Group, Inc. - Common Stock, Lowers Price Target t",Negative,-1
2019-05-21,"American Air To Eliminate Oversize Bag Fees For Sports, Music Equipment",Positive,1
2019-05-22,"Advance Auto Parts shares are trading higher, despite providing FY19 sales guidance slightly below e",Negative,-1
2019-05-23,American Addiction Centers shares trading higher following news its Addiction Labs of America is dev,Negative,-1
2019-05-28,"Goldman Sachs Initiates Coverage On AbbVie with Neutral Rating, Announces $84 Price Target",Positive,1
2019-05-29,ARCA biopharma Shares Up 1% Over Last Few Mins. Following Seeking Alpha Blogpost From Terry Chrisoma,Negative,-1
2019-05-30,64 Biggest Movers From Yesterday,Positive,1
2019-05-31,Shares of many healthcare companies are trading lower following a tweet from President Trump late Th,Neutral,0
2019-06-03,AAC Holdings Retains Cantor Fitzgerald for Potential Strategic Transactions,Positive,1
2019-06-04,Shares of several small cap industrial companies are trading higher as economic outlook turns positi,Negative,-1
2019-06-05,Alcoa Analyst Says Alumina Oversupply Concerns Outweigh Short-Term Profit Opportunity,Neutral,0
2019-06-06,AbbVie Reports Recommendation From Pan-Canadian Oncology Drug Review Expert Review Committee For Com,Negative,-1
2019-06-07,Boeing Shares Tick Slightly Lower On Uptick In Volume As Hearing Headline American Air Is Considerin,Neutral,0
2019-06-08,"Bulls & Bears Of The Week: GameStop, McDonald's, Tesla, Tilray And More",Positive,1
2019-06-10,Aaron's Analyst Says Partnership With Wayfair Could Add 4-27% To EPS,Negative,-1
2019-06-11,"Benzinga's Top Upgrades, Downgrades For June 11, 2019",Neutral,0
2019-06-12,American Air CEO Says Believes There Is An 'Absolute Fix' For Boeing's 737 MAX,Negative,-1
2019-06-13,Shares of several airline companies are trading higher after a JP Morgan report indicated carriers w,Negative,-1
2019-06-14,Eli Lilly Presents Data on its Taltz Versus AbbVie's Humira in Patients With Active Psoriatic Arthir,Negative,-1
2019-06-15,"Barron's Picks And Pans: Fake Meat Battle, Grubhub, Slack, Apple And More",Positive,1
2019-06-17,American Airlines In Talks To Buy Up To 50 Airbus A321XLR Including Order Conversions,Negative,-1
2019-06-18,"Alcoa Shares Dip Lower Over Last Few Mins, Down ~1.7% On Volume Spike; Stock Still Up 4.2% For Sessi",Neutral,0
2019-06-19,Adobe Analyst Reactions To Q2 Print Range From 'Solid' To 'Boringly Excellent',Negative,-1
2019-06-20,UPDATE: Starboard Value Says Outright Sale Of MS Segment May Be 'Prudent Course Of Action' For Curre,Positive,1
2019-06-21,Wix CEO: 'Pretty Good Chance' Of Growing To $10B In Annual Collections,Negative,-1
2019-06-24,AbbVie Announces US FDA Lifts Partial Clinical Hold on Phase 3 Study of Venetoclax in Patients with ,Neutral,0
2019-06-25,Alcoa Option Alert: Oct 18 $24 Calls at the Ask: 5000 @ $1.65 vs 22559 OI; Earnings 7/17 After Close,Positive,1
2019-06-26,Alcoa Announces Aluminerie de Bécancour Inc. Has Presented Final OFfer To United Steelworkers For Ne,Negative,-1
2019-06-27,48 Stocks Moving In Thursday's Mid-Day Session,Positive,1
2019-06-28,62 Biggest Movers From Yesterday,Positive,1
2019-07-01,22 Stocks Moving In Monday's Pre-Market Session,Positive,1
2019-07-02,"Alcoa Reports Planned Restart, New Labor Contract For Aluminerie de Becancour Smelter In Quebec, Can",Negative,-1
2019-07-03,Shares of several healthcare companies trading higher on no new news. McKesson shares are leading th,Negative,-1
2019-07-05,"Alcoa Expects To Record Restructuring-related Charges In Q3 2019, Rather Than Q2 Of 2019, Estimated ",Neutral,0
2019-07-08,Credit Suisse Earlier Downgraded American Airlines To Underperform Due To Labor and MAX Risks,Neutral,0
2019-07-09,Shares of several steel companies are trading lower after Russia launched a complaint at the WTO to ,Neutral,0
2019-07-10,American Airlines Sees Q2 Net Aircraft Capex & PDPS Outflows Of $250M,Negative,-1
2019-07-11,Agilent Will Acquire BioTek Instruments In $1.16B Deal,Positive,1
2019-07-12,Shares of several semiconductor companies are trading higher amid positive trends in US-China trade ,Negative,-1
2019-07-15,"Barclays Downgrades Agilent Technologies to Equal-Weight, Lowers Price Target to $78",Negative,-1
2019-07-16,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Tuesday, July 16, 2019",Positive,1
2019-07-17,5 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-07-18,28 Stocks Moving In Thursday's Pre-Market Session,Positive,1
2019-07-19,"Benzinga's Top Upgrades, Downgrades For July 19, 2019",Neutral,0
2019-07-22,ACADIA Pharma Reports Top-Line Results From Phase 3 ENHANCE Trial Of Pimavanserin As Adjunctive Trea,Negative,-1
2019-07-23,45 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
