date,title,sentiment_label,sentiment_score
2019-09-09,Mid-Afternoon Market Update: NASADQ Down 0.5%; ACADIA Pharmaceuticals Shares Spike Higher,Neutral,0
2019-09-11,Shares of several aluminum companies are trading higher. Credit Suisse upgraded Alcoa's stock to Out,Negative,-1
2019-09-20,United Steelworkers At Five Alcoa US Locations Ratify New Labor Agreement,Positive,1
2019-09-23,"Benzinga's Top Upgrades, Downgrades For September 23, 2019",Neutral,0
2019-10-02,Shares of several healthcare companies are trading lower in sympathy with the overall market on cont,Neutral,0
2019-10-07,Alcoa Corp For Q3 Has Recorded $37M Restructuring Charge For Employee Termination And Severance Cost,Neutral,0
2019-10-08,Shares of several healthcare companies are trading lower with the broader market after the US expand,Neutral,0
2019-10-09,"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",Negative,-1
2019-10-10,"JP Morgan Maintains Overweight on Alcoa, Lowers Price Target to $26",Negative,-1
2019-10-11,Shares of several healthcare companies are trading higher after President Trump made positive remark,Negative,-1
2019-10-14,"Earnings, Econ Numbers And The Beige Book Pepper The Second Round of The WeTrader Competition",Positive,1
2019-10-16,5 Stocks Moving In Wednesday's After-Hours Session,Neutral,0
2019-10-17,32 Stocks Moving In Thursday's Mid-Day Session,Neutral,0
2019-10-18,"Benzinga's Top Upgrades, Downgrades For October 18, 2019",Neutral,0
2019-10-21,UPDATE: Gabelli & Co. Downgrades Alcoa To Hold As Firm Notes 'We now see aluminum as challenged give,Neutral,0
2019-10-23,"Benzinga's Top Upgrades, Downgrades For October 23, 2019",Neutral,0
2019-11-01,Shares of several aluminum companies are trading higher on optimism around the U.S.-China trade deal,Negative,-1
2019-11-07,"Morgan Stanley Assumes Alcoa at Equal-Weight, Announces $25 Price Target",Positive,1
2019-11-13,"UPDATE: Bank Of America Downgrades Alcoa To Underperform, Maintains $21 Target 'amid limited catalys",Neutral,0
2019-11-15,"Benzinga's Top Upgrades, Downgrades For November 15, 2019",Neutral,0
2019-11-20,Agilent Raises Qtr. Dividend From $0.164 To $0.18/Share,Negative,-1
2019-11-25,Aligent shares are trading higher after the company reported better-than-expected Q4 EPS and sales r,Negative,-1
2019-11-26,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $87",Negative,-1
2019-12-04,"UPDATE: Alcoa Will Reduce Co.'s Pension, OPEB Liabilities By ~$190M",Positive,1
2019-12-06,Stocks That Hit 52-Week Highs On Friday,Positive,1
2019-12-09,UPDATE: Bill Ackman's Pershing Square Files Amended 13F Showing New ~2.916M Share Stake In Agilent,Positive,1
2019-12-10,Stocks That Hit 52-Week Highs On Tuesday,Positive,1
2019-12-11,There's A New Trading Tool That Allows Traders To Trade Cannabis With Leverage,Positive,1
2019-12-12,Stocks That Hit 52-Week Highs On Thursday,Positive,1
2019-12-16,Alcoa To Permanently Close Point Comfort Refinery In Texas; Co. To Record Restructuring Charges Of ~,Neutral,0
2019-12-17,"Benzinga's Top Upgrades, Downgrades For December 17, 2019",Neutral,0
2019-12-19,USW Sues Alcoa To Retain Retiree Life Insurance Benefits,Neutral,0
2019-12-20,Stocks That Hit 52-Week Highs On Friday,Positive,1
2019-12-22,How The Dow Jones Industrial Average Changed Over The Past Decade,Positive,1
2019-12-23,Stocks That Hit 52-Week Highs On Monday,Positive,1
2019-12-27,Stocks That Hit 52-Week Highs On Friday,Positive,1
2020-01-02,Alcoa Announces Agreement To Sell Gum Springs Facility In $250M Transaction,Positive,1
2020-01-03,"Benzinga's Top Upgrades, Downgrades For January 3, 2020",Neutral,0
2020-01-07,"Citigroup Initiates Coverage On Agilent Technologies with Neutral Rating, Announces $85 Price Target",Positive,1
2020-01-08,"Wells Fargo Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $100 Price ",Negative,-1
2020-01-09,Stocks That Hit 52-Week Highs On Thursday,Positive,1
2020-01-10,Stocks That Hit 52-Week Highs On Friday,Positive,1
2020-01-15,Stocks That Hit 52-Week Highs On Wednesday,Positive,1
2020-01-16,Stocks That Hit 52-Week Highs On Thursday,Positive,1
2020-01-17,Stocks That Hit 52-Week Highs On Friday,Positive,1
2020-01-21,"Benzinga's Top Upgrades, Downgrades For January 21, 2020",Neutral,0
2020-01-22,Stocks That Hit 52-Week Highs On Wednesday,Positive,1
2020-01-23,28 Basic Materials Stocks Moving In Thursday's Session,Neutral,0
2020-01-24,Stocks That Hit 52-Week Lows On Friday,Neutral,0
2020-01-27,Stocks That Hit 52-Week Lows On Monday,Neutral,0
2020-01-29,Stocks That Hit 52-Week Lows On Wednesday,Neutral,0
2020-01-30,Agilent shares are trading lower. Not seeing any news to justify the price action.,Neutral,0
2020-01-31,Stocks That Hit 52-Week Lows On Friday,Neutral,0
2020-02-05,Pershing Square Sees 'Substantial Opportunity' For Improvement In Agilent's A.N Business Performance,Negative,-1
2020-02-06,Twist Bioscience Reports Settlement Deal With Agilent; Co. Will Pay Agilent $22.5M,Positive,1
2020-02-14,Pershing Square 13F Shows Raised Stake In Agilent By 11.4% To 3.25M Shares,Negative,-1
2020-02-18,12 Stocks Moving In Tuesday's After-Hours Session,Positive,1
2020-02-19,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $90",Negative,-1
2020-02-23,Boeing Offers More Support for MAX Suppliers,Negative,-1
2020-02-24,"Benzinga's Top Upgrades, Downgrades For February 24, 2020",Neutral,0
2020-02-25,Shares of several basic materials companies are trading lower as markets fall amid the continued spr,Neutral,0
2020-02-27,Stocks That Hit 52-Week Lows On Thursday,Neutral,0
2020-02-28,Stocks That Hit 52-Week Lows On Friday,Neutral,0
2020-03-02,Shares of several healthcare companies are trading higher in sympathy with the overall market as it ,Negative,-1
2020-03-03,"Agilent Technologies Inc Says In January 2020, Net Revenue Was Negatively Impacted Due To The Public",Neutral,0
2020-03-05,Stocks That Hit 52-Week Lows On Thursday,Neutral,0
2020-03-06,Stocks That Hit 52-Week Lows On Friday,Neutral,0
2020-03-09,"Shares of several basic materials companies are trading lower amid the global coronavirus outbreak, ",Neutral,0
2020-03-10,10 Basic Materials Stocks Gaining In Tuesday's Pre-Market Session,Negative,-1
2020-03-11,"Shares of several coronavirus-related companies including vaccine makers, protective apparel manufac",Negative,-1
2020-03-12,Stocks That Hit 52-Week Lows On Thursday,Neutral,0
2020-03-13,"Shares of several basic materials companies are trading higher, rebounding following Thursday's cras",Neutral,0
2020-03-16,Stocks That Hit 52-Week Lows On Monday,Neutral,0
2020-03-17,"Shares of several basic materials companies are trading higher, rebounding from Monday's crash. Stoc",Negative,-1
2020-03-18,Shares of several steel and materials stocks are trading lower amid investor concerns about a global,Neutral,0
2020-03-19,Stocks That Hit 52-Week Lows On Thursday,Neutral,0
2020-03-20,"Citigroup Maintains Neutral on Agilent Technologies, Lowers Price Target to $75",Negative,-1
2020-03-23,Stocks That Hit 52-Week Lows On Monday,Neutral,0
2020-03-24,75 Stocks Moving In Tuesday's Mid-Day Session,Positive,1
2020-03-25,"Morgan Stanley Maintains Equal-Weight on Alcoa, Lowers Price Target to $10",Negative,-1
2020-03-26,Shares of several healthcare companies are trading higher following Senate passage of a $2 trillion ,Negative,-1
2020-03-27,"Shares of several healthcare companies are trading lower, selling off from this week's strength. Whi",Neutral,0
2020-03-30,"Wells Fargo Maintains Overweight on Agilent Technologies, Lowers Price Target to $82",Negative,-1
2020-03-31,Int'l. Air Transport Authority Chief Economist Sees Consolidation In Airline Sector As Some Airlines,Negative,-1
2020-04-01,Shares of several healthcare companies are trading lower amid market weakness as growing coronavirus,Neutral,0
2020-04-02,"Stifel Maintains Hold on Agilent Technologies, Lowers Price Target to $73",Negative,-1
2020-04-06,Shares of several healthcare companies are trading higher as markets gain amid optimism that coronav,Negative,-1
2020-04-07,"Citigroup Maintains Neutral on Alcoa, Lowers Price Target to $7",Positive,1
2020-04-08,Shares of several companies in the auto dealer space are trading higher amid positive market sentime,Negative,-1
2020-04-14,Agilent Withdraws Q2 And FY20 Guidance,Neutral,0
2020-04-15,Alcoa Option Alert: Jun 19 $10 Calls at the Ask: 6000 @ $0.341 vs 5915 OI; Earnings 4/22 After Close,Negative,-1
2020-04-17,"JP Morgan Maintains Overweight on Alcoa, Lowers Price Target to $14",Negative,-1
2020-04-22,Agilent Reports Has Become Top-Level Sponsor Of My Green Lab,Positive,1
2020-04-23,Agilent Reports FDA Approval For PD-L1 Companion Diagnostic On Dako Omni,Negative,-1
2020-04-28,"UBS Maintains Neutral on Agilent Technologies, Lowers Price Target to $84",Negative,-1
2020-04-29,Shares of several basic materials companies are trading higher following positive data from a study ,Negative,-1
2020-05-01,Shares of several healthcare companies are trading lower as markets dip following recent strength. M,Neutral,0
2020-05-05,Shares of several healthcare companies are trading higher amid positive investor sentiment as some U,Negative,-1
2020-05-08,How Bill Ackman Successfully Navigated Coronavirus Market Volatility,Positive,1
2020-05-11,Shares of several basic materials companies are trading lower amid market weakness. Investors weigh ,Neutral,0
2020-05-14,"Alcoa CEO, Currently Presenting At BMO Global Metals & Mining Conference, Says Mgmt. Could Be Even M",Negative,-1
2020-05-15,"Pershing Square 13F Shows Fund Raises Stake In Agilent Technologies To 12,626,593 Shares",Negative,-1
2020-05-16,"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",Positive,1
2020-05-18,Agilent Technologies Receives FDA Approval for PD-L1 as a Companion Diagnostic,Negative,-1
2020-05-21,8 Stocks Moving In Thursday's After-Hours Session,Neutral,0
2020-05-22,46 Stocks Moving In Friday's Mid-Day Session,Positive,1
2020-05-26,71 Biggest Movers From Friday,Positive,1
2020-05-27,Shares of several basic materials companies are trading higher amid economic optimism as some US sta,Negative,-1
2020-06-03,Stocks That Hit 52-Week Highs On Wednesday,Positive,1
2020-06-04,Shares of several basic materials are trading higher as the market continues to gain on optimism ove,Negative,-1
2020-06-05,Stocks That Hit 52-Week Highs On Friday,Positive,1
2020-06-08,Alcoa Seeing Better July Aluminum Shipments Amid Re-Openings; Alcoa CFO Says Stronger China Aluminum,Negative,-1
2020-06-09,Shares of several basic material companies are trading lower as equities sell off following the rece,Neutral,0
